timestamp,received_at,temperature,humidity,motion_counts,motion_state,battery_voltage
2025-10-06 09:42:40.268699,2025-10-06T09:42:40.268699,24.62,72.1,4919,No activity,3.076
2025-10-06 09:52:40.132713,2025-10-06T09:52:40.132713,24.65,72.5,4919,No activity,3.077
2025-10-06 09:52:40.132722,2025-10-06T09:52:40.132722,24.65,72.5,4919,No activity,3.077
2025-10-06 10:02:39.961846,2025-10-06T10:02:39.961846,24.71,73.0,4919,No activity,3.076
2025-10-06 10:02:39.961851,2025-10-06T10:02:39.961851,24.71,73.0,4919,No activity,3.076
2025-10-06 10:12:39.833695,2025-10-06T10:12:39.833695,24.74,72.9,4919,No activity,3.074
2025-10-06 10:12:39.833699,2025-10-06T10:12:39.833699,24.74,72.9,4919,No activity,3.074
2025-10-06 10:22:39.667785,2025-10-06T10:22:39.667785,24.76,71.8,4919,No activity,3.077
2025-10-06 10:22:39.667790,2025-10-06T10:22:39.667790,24.76,71.8,4919,No activity,3.077
2025-10-06 10:32:39.516086,2025-10-06T10:32:39.516086,24.74,70.9,4919,No activity,3.075
2025-10-06 10:32:39.516091,2025-10-06T10:32:39.516091,24.74,70.9,4919,No activity,3.075
2025-10-06 10:42:39.342517,2025-10-06T10:42:39.342517,24.64,71.7,4919,No activity,3.075
2025-10-06 10:52:39.217199,2025-10-06T10:52:39.217199,24.64,72.5,4919,No activity,3.075
2025-10-06 10:52:39.217204,2025-10-06T10:52:39.217204,24.64,72.5,4919,No activity,3.075
2025-10-06 11:02:39.021449,2025-10-06T11:02:39.021449,24.51,72.3,4919,No activity,3.076
2025-10-06 11:02:39.021450,2025-10-06T11:02:39.021450,24.51,72.3,4919,No activity,3.076
2025-10-06 11:12:38.865241,2025-10-06T11:12:38.865241,24.26,72.9,4919,No activity,3.076
2025-10-06 11:12:38.865245,2025-10-06T11:12:38.865245,24.26,72.9,4919,No activity,3.076
2025-10-06 11:22:38.704945,2025-10-06T11:22:38.704945,24.09,73.3,4919,No activity,3.076
2025-10-06 11:22:38.704950,2025-10-06T11:22:38.704950,24.09,73.3,4919,No activity,3.076
2025-10-06 11:32:38.535104,2025-10-06T11:32:38.535104,24.17,73.4,4919,No activity,3.076
2025-10-06 11:32:38.535110,2025-10-06T11:32:38.535110,24.17,73.4,4919,No activity,3.076
2025-10-07 06:52:16.008073,2025-10-07T06:52:16.008073,24.09,73.8,5412,No activity,3.077
2025-10-07 06:52:16.008866,2025-10-07T06:52:16.008866,24.09,73.8,5412,No activity,3.077
2025-10-07 07:00:00.574200,2025-10-07T07:00:00.574200,24.16,72.2,5413,Activity,3.077
2025-10-07 07:00:00.574206,2025-10-07T07:00:00.574206,24.16,72.2,5413,Activity,3.077
2025-10-07 07:02:15.733735,2025-10-07T07:02:15.733735,24.21,72.1,5416,No activity,3.077
2025-10-07 07:02:15.733736,2025-10-07T07:02:15.733736,24.21,72.1,5416,No activity,3.077
2025-10-07 07:03:28.987280,2025-10-07T07:03:28.987280,24.2,71.9,5417,Activity,3.077
2025-10-07 07:12:15.540764,2025-10-07T07:12:15.540764,24.27,72.0,5419,No activity,3.075
2025-10-07 07:12:15.540779,2025-10-07T07:12:15.540779,24.27,72.0,5419,No activity,3.075
2025-10-07 07:22:15.384201,2025-10-07T07:22:15.384201,24.28,71.2,5419,No activity,3.076
2025-10-07 07:22:15.384205,2025-10-07T07:22:15.384205,24.28,71.2,5419,No activity,3.076
2025-10-07 07:27:26.538499,2025-10-07T07:27:26.538499,24.31,71.6,5420,Activity,3.077
2025-10-07 07:27:26.538503,2025-10-07T07:27:26.538503,24.31,71.6,5420,Activity,3.077
2025-10-07 07:32:17.483113,2025-10-07T07:32:17.483113,24.34,71.9,5420,No activity,3.077
2025-10-07 07:32:17.483122,2025-10-07T07:32:17.483122,24.34,71.9,5420,No activity,3.077
2025-10-07 07:41:01.961762,2025-10-07T07:41:01.961762,24.38,71.8,5421,Activity,3.076
2025-10-07 07:41:01.961767,2025-10-07T07:41:01.961767,24.38,71.8,5421,Activity,3.076
2025-10-07 07:42:17.270701,2025-10-07T07:42:17.270701,24.37,71.9,5425,No activity,3.076
2025-10-07 07:43:10.497719,2025-10-07T07:43:10.497719,24.35,71.9,5428,Activity,3.076
2025-10-07 07:43:10.498336,2025-10-07T07:43:10.498336,24.35,71.9,5428,Activity,3.076
2025-10-07 07:45:25.017737,2025-10-07T07:45:25.017737,24.39,72.3,5449,Activity,3.077
2025-10-07 07:49:16.060299,2025-10-07T07:49:16.060299,24.42,71.8,5469,Activity,3.077
2025-10-07 07:49:16.060307,2025-10-07T07:49:16.060307,24.42,71.8,5469,Activity,3.077
2025-10-07 07:51:29.196712,2025-10-07T07:51:29.196712,24.42,71.8,5488,Activity,3.075
2025-10-07 07:51:29.196717,2025-10-07T07:51:29.196717,24.42,71.8,5488,Activity,3.075
2025-10-07 07:52:17.118029,2025-10-07T07:52:17.118029,24.44,72.1,5488,No activity,3.077
2025-10-07 07:52:17.118063,2025-10-07T07:52:17.118063,24.44,72.1,5488,No activity,3.077
2025-10-07 07:54:40.934285,2025-10-07T07:54:40.934285,24.44,71.1,5489,Activity,3.076
2025-10-07 07:54:40.941047,2025-10-07T07:54:40.941047,24.44,71.1,5489,Activity,3.076
2025-10-07 07:57:11.220241,2025-10-07T07:57:11.220241,24.41,71.0,5491,Activity,3.076
2025-10-07 07:57:11.220276,2025-10-07T07:57:11.220276,24.41,71.0,5491,Activity,3.076
2025-10-07 07:59:12.211495,2025-10-07T07:59:12.211495,24.44,71.6,5502,Activity,3.077
2025-10-07 07:59:12.211496,2025-10-07T07:59:12.211496,24.44,71.6,5502,Activity,3.077
2025-10-07 08:02:16.921395,2025-10-07T08:02:16.921395,24.5,72.0,5503,No activity,3.076
2025-10-07 08:02:16.921398,2025-10-07T08:02:16.921398,24.5,72.0,5503,No activity,3.076
2025-10-07 08:04:09.086112,2025-10-07T08:04:09.086112,24.48,71.9,5504,Activity,3.075
2025-10-07 08:07:32.110521,2025-10-07T08:07:32.110521,24.54,71.6,5512,Activity,3.075
2025-10-07 08:07:32.110548,2025-10-07T08:07:32.110548,24.54,71.6,5512,Activity,3.075
2025-10-07 08:09:33.951880,2025-10-07T08:09:33.951880,24.58,70.8,5516,Activity,3.078
2025-10-07 08:09:33.951884,2025-10-07T08:09:33.951884,24.58,70.8,5516,Activity,3.078
2025-10-07 08:12:16.614363,2025-10-07T08:12:16.614363,24.59,70.5,5519,No activity,3.076
2025-10-07 08:12:16.614392,2025-10-07T08:12:16.614392,24.59,70.5,5519,No activity,3.076
2025-10-07 08:14:00.905508,2025-10-07T08:14:00.905508,24.62,71.1,5520,Activity,3.076
2025-10-07 08:14:00.905514,2025-10-07T08:14:00.905514,24.62,71.1,5520,Activity,3.076
2025-10-07 08:16:34.892079,2025-10-07T08:16:34.892079,24.62,71.2,5526,Activity,3.077
2025-10-07 08:16:34.892087,2025-10-07T08:16:34.892087,24.62,71.2,5526,Activity,3.077
2025-10-07 08:22:16.415994,2025-10-07T08:22:16.415994,24.66,69.4,5529,No activity,3.076
2025-10-07 08:22:16.434149,2025-10-07T08:22:16.434149,24.66,69.4,5529,No activity,3.076
2025-10-07 08:26:24.453859,2025-10-07T08:26:24.453859,24.66,69.9,5530,Activity,3.078
2025-10-07 08:26:24.453869,2025-10-07T08:26:24.453869,24.66,69.9,5530,Activity,3.078
2025-10-07 08:28:40.097547,2025-10-07T08:28:40.097547,24.71,69.0,5539,Activity,3.076
2025-10-07 08:28:40.099012,2025-10-07T08:28:40.099012,24.71,69.0,5539,Activity,3.076
2025-10-07 08:30:47.338723,2025-10-07T08:30:47.338723,24.74,69.7,5546,Activity,3.077
2025-10-07 08:30:47.338815,2025-10-07T08:30:47.338815,24.74,69.7,5546,Activity,3.077
2025-10-07 08:32:16.178164,2025-10-07T08:32:16.178164,24.72,68.7,5548,No activity,3.076
2025-10-07 08:32:16.178183,2025-10-07T08:32:16.178183,24.72,68.7,5548,No activity,3.076
2025-10-07 08:32:52.373971,2025-10-07T08:32:52.373971,24.71,67.8,5549,Activity,3.076
2025-10-07 08:32:52.373976,2025-10-07T08:32:52.373976,24.71,67.8,5549,Activity,3.076
